CreditGrade,Term,LoanStatus,ListingCreationDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IsBorrowerHomeowner,DebtToIncomeRatio,StatedMonthlyIncome,OnTimeProsperPayments,Recommendations,LoanOriginalAmount,MonthlyLoanPayment,CreditScoreAvg
A,36,Completed,2008-03-31 11:35:50.080,0.0962,0.0824,5.950066585742402,Home Improvement,NY,Accountant/CPA,Full-time,True,0.17,6666.666667,8.0,1,4500,141.51,729.5
D,36,Completed,2007-01-22 21:58:21.760,0.22191,0.2145,5.950066585742402,Not Available,TX,Accountant/CPA,Not available,True,0.35,5692.333333,22.271949286846276,0,5000,149.39,609.5
A,36,Chargedoff,2008-05-22 10:16:53.360,0.12503,0.111,5.950066585742402,Business,UT,Professional,Full-time,True,0.21,2500.0,22.271949286846276,0,8000,262.29,729.5
AA,36,Completed,2008-03-12 11:40:22.893,0.08383,0.077,5.950066585742402,Debt Consolidation,CT,Other,Part-time,False,0.16,2600.0,22.271949286846276,0,12000,354.34,789.5
D,36,Completed,2008-05-02 14:21:35.830,0.17677,0.155,5.950066585742402,Debt Consolidation,GA,Pilot - Private/Commercial,Full-time,False,0.27,5000.0,22.271949286846276,0,7300,254.85,609.5
HR,36,Chargedoff,2007-07-24 08:59:00.640,0.30962,0.29,5.950066585742402,Not Available,NC,Other,Full-time,True,0.03,2666.666667,22.271949286846276,0,1000,41.91,549.5
B,36,Completed,2008-09-02 22:45:10.340,0.18824000000000002,0.17,5.950066585742402,Business,VA,Sales - Commission,Self-employed,True,0.27594660400633886,3750.0,22.271949286846276,0,1000,0.0,709.5
HR,36,Defaulted,2006-07-24 20:28:36.510,0.26761999999999997,0.26,5.950066585742402,Not Available,OR,Other,Not available,False,0.09,1600.0,22.271949286846276,0,3500,141.02,509.5
D,36,Completed,2007-10-08 09:31:53.163,0.26761999999999997,0.26,5.950066585742402,Not Available,CA,Civil Service,Full-time,False,0.29,4473.75,22.271949286846276,1,4000,155.34,609.5
AA,36,Completed,2007-06-18 20:12:18.717,0.12367,0.112,5.950066585742402,Not Available,IL,Other,Full-time,True,0.12,5083.333333,22.271949286846276,1,1500,49.25,769.5
AA,36,Completed,2008-01-28 12:56:17.127,0.08122,0.0744,5.950066585742402,Personal Loan,IL,Other,Full-time,True,0.18,6666.666667,22.271949286846276,2,4000,124.31,789.5
C,36,Completed,2008-05-15 00:11:23.090,0.17119,0.1495,5.950066585742402,Business,AK,Sales - Commission,Full-time,True,0.04,9466.666667,22.271949286846276,0,1000,34.64,649.5
D,36,Chargedoff,2007-11-15 22:10:04.330,0.17722000000000002,0.17,5.950066585742402,Not Available,IL,Engineer - Electrical,Full-time,False,0.14,3333.333333,11.0,0,8000,285.22,629.5
B,36,Completed,2006-12-26 16:45:25.917,0.07947,0.07,5.950066585742402,Not Available,MN,Analyst,Not available,True,0.31,3583.333333,22.271949286846276,0,1800,55.58,689.5
E,36,Chargedoff,2006-07-08 10:50:54.540,0.2641,0.2565,5.950066585742402,Not Available,GA,Clerical,Not available,True,0.11,8333.333333,22.271949286846276,0,3001,120.35,589.5
B,36,Chargedoff,2008-02-05 16:47:47.497,0.15428,0.14,5.950066585742402,Personal Loan,GA,Sales - Retail,Full-time,True,0.3,4083.333333,22.271949286846276,0,10000,341.78,689.5
B,36,Completed,2007-07-06 20:01:20.453,0.13052,0.1235,5.950066585742402,Not Available,CA,Other,Full-time,True,0.26,4166.666667,22.271949286846276,0,6000,200.29,709.5
C,36,Completed,2007-10-24 19:37:37.973,0.13705,0.13,5.950066585742402,Not Available,TX,Sales - Commission,Full-time,False,0.08,6666.666667,10.0,0,9999,336.91,669.5
E,36,Completed,2008-06-02 16:05:12.637,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,NE,Professional,Full-time,False,0.38,3333.333333,22.271949286846276,0,4999,226.13,589.5
AA,36,Completed,2007-03-08 21:21:54.853,0.1019,0.095,5.950066585742402,Not Available,NC,Sales - Retail,Self-employed,True,0.13,13333.333333,22.271949286846276,0,15000,471.59,789.5
C,36,Defaulted,2007-06-07 08:09:56.327,0.24320999999999998,0.2357,5.950066585742402,Not Available,GA,Professional,Full-time,True,0.52,3470.0,22.271949286846276,0,10000,390.07,669.5
E,36,Defaulted,2008-03-02 05:22:18.563,0.26539,0.255,5.950066585742402,Personal Loan,MO,Nurse's Aide,Full-time,False,0.49,1809.0833329999998,6.0,2,5500,220.14,589.5
C,36,Defaulted,2007-08-22 09:27:27.807,0.14578,0.1387,5.950066585742402,Not Available,MO,Professional,Full-time,True,0.16,5000.0,10.0,0,7000,238.8,669.5
AA,36,Completed,2008-05-15 11:10:27.143,0.11696,0.11,5.950066585742402,Personal Loan,FL,Executive,Full-time,True,0.08,10166.666667,5.0,0,25000,818.47,809.5
D,36,Defaulted,2008-07-14 08:40:07.970,0.16309,0.1415,5.950066585742402,Other,AR,Clerical,Full-time,False,0.28,2250.0,22.271949286846276,0,2500,85.63,629.5
C,36,Completed,2008-02-17 21:19:57.800,0.24264000000000002,0.22,5.950066585742402,Business,UT,Other,Full-time,True,0.14,3000.0,22.271949286846276,0,5000,190.95,649.5
HR,36,Completed,2007-02-13 15:15:55.013,0.25903000000000004,0.24,5.950066585742402,Not Available,MI,Clerical,Full-time,False,0.02,2596.666667,22.271949286846276,0,1000,39.23,529.5
B,36,Completed,2008-06-08 16:37:36.860,0.2146,0.1998,5.950066585742402,Personal Loan,NV,Computer Programmer,Full-time,True,0.08,5833.333333,22.271949286846276,1,3000,111.46,689.5
HR,36,Completed,2007-09-29 20:19:50.933,0.26864,0.2495,5.950066585742402,Not Available,IL,Teacher,Full-time,True,0.02,4833.333333,22.271949286846276,0,1000,39.73,529.5
D,36,Chargedoff,2007-05-03 13:47:31.803,0.2626,0.255,5.950066585742402,Not Available,NC,Realtor,Full-time,False,0.23,1666.666667,22.271949286846276,0,2500,100.06,629.5
D,36,Completed,2007-05-10 22:56:54.513,0.20735,0.2,5.950066585742402,Not Available,CA,Construction,Full-time,False,0.28,3000.0,22.271949286846276,1,5000,185.82,629.5
D,36,Defaulted,2008-06-01 16:33:22.470,0.37453000000000003,0.35,5.950066585742402,Personal Loan,SC,Principal,Full-time,True,0.57,4583.333333,22.271949286846276,0,5000,226.18,609.5
C,36,Completed,2008-01-09 12:37:57.330,0.2102,0.188,5.950066585742402,Business,WA,Other,Full-time,True,0.13,5416.666667,11.0,0,5000,182.77,649.5
AA,36,Completed,2006-12-06 14:00:14.550,0.11074,0.1038,5.950066585742402,Not Available,TX,Professional,Not available,True,0.14,15000.0,22.271949286846276,0,25000,811.15,809.5
D,36,Chargedoff,2007-10-22 06:53:44.807,0.23748000000000002,0.23,5.950066585742402,Not Available,NC,Other,Full-time,True,0.1,2000.0,22.271949286846276,1,4000,154.84,629.5
AA,36,Completed,2008-01-19 18:09:21.713,0.11696,0.11,5.950066585742402,Home Improvement,GA,Teacher,Full-time,True,0.26,5929.0,22.0,0,15000,491.08,829.5
C,36,Completed,2007-12-06 08:43:48.457,0.21739,0.21,5.950066585742402,Business,ID,Accountant/CPA,Full-time,True,0.21,4666.666667,22.271949286846276,0,5000,188.38,669.5
B,36,Completed,2008-03-05 10:40:49.853,0.14772000000000002,0.1335,5.950066585742402,Business,IL,Other,Full-time,False,0.86,1370.166667,22.271949286846276,0,1700,57.57,689.5
A,36,Defaulted,2008-07-25 04:21:16.010,0.16435999999999998,0.15,5.950066585742402,Debt Consolidation,IL,Teacher,Full-time,True,0.35,4330.833333,22.271949286846276,0,15000,519.98,729.5
E,36,Chargedoff,2006-09-04 13:20:30.507,0.29775999999999997,0.29,5.950066585742402,Not Available,TX,Other,Not available,False,0.44,2697.666667,22.271949286846276,0,2600,108.95,549.5
B,36,Completed,2008-05-20 19:11:28.663,0.13562000000000002,0.1215,5.950066585742402,Personal Loan,CO,Truck Driver,Full-time,False,0.06,3750.0,22.271949286846276,0,6000,197.63,709.5
D,36,Completed,2008-09-09 09:51:31.440,0.37453000000000003,0.35,5.950066585742402,Other,PA,Skilled Labor,Part-time,True,0.87,1000.0,22.271949286846276,0,1200,0.0,629.5
AA,36,Completed,2007-11-12 21:22:48.970,0.11425,0.1073,5.950066585742402,Not Available,IL,Engineer - Mechanical,Full-time,True,0.39,9083.333333,22.271949286846276,2,19000,619.61,769.5
AA,36,Completed,2006-12-22 10:37:47.140,0.09222999999999999,0.075,5.950066585742402,Not Available,NY,Professional,Not available,True,0.01,71666.666667,22.271949286846276,0,1000,31.11,849.5
HR,36,Chargedoff,2008-04-15 08:07:53.060,0.1717,0.15,5.950066585742402,Personal Loan,NV,Retail Management,Full-time,False,0.14,2583.333333,22.271949286846276,0,1000,34.67,529.5
D,36,Defaulted,2008-03-11 10:54:56.350,0.16577,0.155,5.950066585742402,Debt Consolidation,MO,Laborer,Full-time,False,0.55,3083.333333,22.271949286846276,0,5000,174.55,609.5
B,36,Chargedoff,2008-02-22 16:52:28.117,0.19462000000000002,0.18,5.950066585742402,Debt Consolidation,CO,Professional,Full-time,True,0.11,5750.0,6.0,0,6000,216.91,689.5
HR,36,Completed,2008-04-02 16:39:12.770,0.34996,0.3276,5.950066585742402,Personal Loan,CA,Retail Management,Full-time,False,0.03,3541.666667,22.271949286846276,1,2700,116.12,549.5
E,36,Chargedoff,2008-05-16 12:54:28.513,0.32023,0.2965,5.950066585742402,Personal Loan,HI,Other,Self-employed,False,0.27594660400633886,0.0,22.271949286846276,0,1000,42.26,569.5
HR,36,Chargedoff,2006-10-16 12:20:44.443,0.15811,0.15,5.950066585742402,Not Available,NY,Postal Service,Not available,False,0.05,3750.0,22.271949286846276,0,2200,76.26,529.5
A,36,Defaulted,2008-05-25 08:39:52.897,0.25749,0.2423,5.950066585742402,Debt Consolidation,WA,Retail Management,Full-time,True,0.35,3750.0,22.271949286846276,0,25000,983.84,749.5
B,36,Completed,2007-04-22 19:59:12.727,0.16115,0.154,5.950066585742402,Not Available,TX,Other,Full-time,False,5.16,183.333333,22.271949286846276,1,5000,174.31,709.5
C,36,Completed,2007-04-17 17:39:06.520,0.26761999999999997,0.26,5.950066585742402,Not Available,TX,Professional,Full-time,True,0.33,2360.0,22.271949286846276,0,12000,483.49,669.5
D,36,Completed,2006-07-05 08:03:49.150,0.21488000000000002,0.2075,5.950066585742402,Not Available,AZ,Sales - Retail,Not available,False,0.37,3000.0,22.271949286846276,0,2500,81.65,609.5
AA,36,Completed,2007-06-22 15:28:58.333,0.09577999999999999,0.0889,5.950066585742402,Not Available,CA,Homemaker,Not employed,False,0.01,20833.333333000002,22.271949286846276,0,5000,158.74,829.5
E,36,Chargedoff,2008-05-28 15:35:17.350,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,CA,Administrative Assistant,Full-time,False,0.12,3166.666667,22.271949286846276,0,1000,45.24,569.5
AA,36,Completed,2007-04-07 00:44:59.943,0.08684,0.08,5.950066585742402,Not Available,GA,Computer Programmer,Full-time,True,0.17,8500.0,22.271949286846276,0,5000,155.43,809.5
A,36,Chargedoff,2008-04-29 23:16:38.117,0.17747000000000002,0.163,5.950066585742402,Personal Loan,CA,Other,Full-time,True,0.49,2222.0,22.271949286846276,4,5000,176.53,749.5
A,36,Defaulted,2007-04-04 08:31:32.600,0.18625,0.179,5.950066585742402,Not Available,IL,Laborer,Full-time,False,0.29,4783.333333,22.271949286846276,0,25000,902.56,749.5
B,36,Chargedoff,2008-01-12 17:17:28.013,0.17445,0.16,5.950066585742402,Debt Consolidation,GA,Engineer - Mechanical,Full-time,True,0.1,10267.416667,14.0,0,9500,333.99,689.5
A,36,Completed,2008-05-19 20:50:36.727,0.13512000000000002,0.121,5.950066585742402,Home Improvement,WI,Truck Driver,Full-time,True,0.3,3333.333333,22.271949286846276,0,10500,345.23,749.5
D,36,Defaulted,2008-04-11 11:56:58.013,0.27194,0.2489,5.950066585742402,Personal Loan,ID,Other,Full-time,True,0.23,5833.333333,22.271949286846276,0,3000,119.11,629.5
D,36,Chargedoff,2007-04-07 10:34:03.263,0.20382999999999998,0.1965,5.950066585742402,Not Available,WA,Food Service Management,Full-time,False,0.19,6666.666667,22.271949286846276,0,9000,332.87,609.5
D,36,Completed,2008-04-25 09:18:21.100,0.16460999999999998,0.143,5.950066585742402,Debt Consolidation,FL,Clerical,Full-time,False,0.39,2541.666667,22.271949286846276,0,3000,101.36,609.5
B,36,Completed,2008-06-03 12:25:21.727,0.20572,0.191,5.950066585742402,Business,AZ,Scientist,Full-time,True,0.59,2721.75,12.0,0,10000,367.07,709.5
D,36,Defaulted,2008-07-31 13:50:26.317,0.33291,0.309,5.950066585742402,Debt Consolidation,MO,Teacher's Aide,Full-time,False,0.21,2083.333333,22.271949286846276,0,1000,0.0,629.5
C,36,Completed,2006-07-31 13:15:41.653,0.17722000000000002,0.17,5.950066585742402,Not Available,FL,Other,Not available,True,0.58,3005.5,22.271949286846276,0,5000,175.89,649.5
C,36,Completed,2008-04-15 07:55:00.983,0.19602,0.174,5.950066585742402,Personal Loan,NC,Nurse's Aide,Full-time,False,0.9,1083.333333,22.271949286846276,0,1000,35.85,669.5
B,36,Completed,2007-05-26 10:18:05.303,0.10867,0.1,5.950066585742402,Not Available,NC,Professional,Full-time,True,0.38,5455.416667,22.271949286846276,0,2000,64.53,709.5
D,36,Completed,2008-05-22 13:50:32.280,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,VA,Professional,Full-time,True,0.28,4583.333333,22.271949286846276,1,5000,226.18,629.5
AA,36,Completed,2008-08-27 12:58:34.657,0.09035,0.0835,5.950066585742402,Debt Consolidation,MI,Other,Full-time,True,0.14,4000.0,22.271949286846276,0,10000,314.98,769.5
C,36,Completed,2008-04-27 23:45:41.337,0.12562,0.1045,5.950066585742402,Debt Consolidation,OH,Computer Programmer,Full-time,False,0.15,3633.333333,22.271949286846276,0,1000,32.48,669.5
A,36,Completed,2008-03-17 11:20:29.610,0.12402,0.11,5.950066585742402,Debt Consolidation,FL,Computer Programmer,Full-time,True,0.14,5416.666667,22.271949286846276,1,9999,324.39,749.5
A,36,Completed,2007-03-10 18:36:03.170,0.10692,0.1,5.950066585742402,Not Available,OR,Professional,Full-time,True,0.04,4166.666667,22.271949286846276,0,4000,129.07,729.5
B,36,Completed,2008-01-04 15:32:43.807,0.14419,0.13,5.950066585742402,Debt Consolidation,MD,Civil Service,Full-time,True,0.42,6833.333333,22.271949286846276,0,6001,202.2,689.5
HR,36,Completed,2007-01-08 21:08:42.177,0.21857,0.2,5.950066585742402,Not Available,LA,Police Officer/Correction Officer,Not available,False,0.26,1750.0,22.271949286846276,0,1000,0.0,529.5
C,36,Defaulted,2007-10-18 11:18:42.317,0.17904,0.17,5.950066585742402,Not Available,TX,Other,Full-time,False,0.36,3500.0,22.271949286846276,0,2000,71.31,669.5
AA,36,Completed,2008-07-09 11:49:24.030,0.1192,0.1185,5.950066585742402,Business,TX,Computer Programmer,Full-time,True,0.31,13333.333333,22.271949286846276,0,25000,801.97,829.5
C,36,Completed,2007-11-21 20:30:26.880,0.13956,0.1325,5.950066585742402,Not Available,CA,Food Service,Part-time,False,0.32,625.0,9.0,0,2550,86.23,669.5
D,36,Chargedoff,2008-06-12 07:11:17.623,0.37453000000000003,0.35,5.950066585742402,Personal Loan,MI,Other,Self-employed,True,0.27594660400633886,0.0,17.0,0,7500,339.27,629.5
AA,36,Completed,2006-09-12 19:13:54.357,0.08885,0.082,5.950066585742402,Not Available,CA,Executive,Not available,True,0.08,15958.333333,22.271949286846276,0,5000,157.14,849.5
B,36,Completed,2008-04-29 17:07:20.710,0.23781,0.2228,5.950066585742402,Business,MA,Sales - Commission,Full-time,True,0.37,8333.333333,22.271949286846276,0,8000,228.71,689.5
C,36,Completed,2006-12-26 17:33:04.210,0.12709,0.1095,5.950066585742402,Not Available,SC,Homemaker,Not available,True,0.22,1000.0,22.271949286846276,0,1000,17.43,669.5
HR,36,Defaulted,2007-01-03 00:02:06.377,0.29775999999999997,0.29,5.950066585742402,Not Available,GA,Professional,Not available,False,0.18,5416.666667,22.271949286846276,0,3001,0.0,489.5
C,36,Chargedoff,2007-05-30 14:01:37.490,0.23748000000000002,0.23,5.950066585742402,Not Available,CA,Other,Retired,True,0.28,3189.0,22.271949286846276,0,10950,423.87,669.5
HR,36,Chargedoff,2007-03-30 17:26:27.620,0.27333,0.258,5.950066585742402,Not Available,CA,Food Service Management,Full-time,False,0.08,4333.333333,22.271949286846276,0,3000,120.55,529.5
C,36,Completed,2007-02-08 08:52:24.163,0.1377,0.12,5.950066585742402,Not Available,NC,Computer Programmer,Not available,True,0.19,2946.666667,22.271949286846276,0,1000,33.21,669.5
E,36,Completed,2007-04-07 16:23:17.453,0.27485,0.2595,5.950066585742402,Not Available,CA,Retail Management,Full-time,False,0.22,4333.333333,22.271949286846276,0,5500,212.41,569.5
B,36,Completed,2007-06-24 13:09:32.560,0.16717,0.16,5.950066585742402,Not Available,GA,Other,Full-time,True,0.45,2197.916667,22.271949286846276,1,13000,449.61,709.5
AA,36,Completed,2008-01-11 18:08:09.680,0.09186,0.085,5.950066585742402,Personal Loan,GA,Truck Driver,Full-time,False,0.11,2916.666667,22.271949286846276,0,4000,102.61,789.5
HR,36,Defaulted,2006-10-01 06:11:09.650,0.29775999999999997,0.29,5.950066585742402,Not Available,TX,Teacher,Not available,False,0.26,4166.666667,22.271949286846276,0,4000,167.62,509.5
D,36,Defaulted,2007-06-25 12:13:29.850,0.23989000000000002,0.2324,5.950066585742402,Not Available,OH,Other,Self-employed,True,0.16,12025.0,22.271949286846276,1,15000,582.52,609.5
A,36,Completed,2008-06-07 21:57:53.797,0.16638,0.152,5.950066585742402,Debt Consolidation,CO,Pilot - Private/Commercial,Full-time,True,0.17,6666.666667,22.271949286846276,0,17000,590.98,749.5
D,36,Chargedoff,2007-01-05 07:34:05.620,0.22744,0.22,5.950066585742402,Not Available,CA,Other,Not available,True,0.84,3923.833333,22.271949286846276,0,15000,572.86,629.5
B,36,Completed,2007-09-07 23:07:17.130,0.16526,0.1533,5.950066585742402,Not Available,MO,Other,Full-time,True,0.1,2666.666667,22.271949286846276,0,1500,36.06,689.5
E,36,Chargedoff,2008-08-13 15:03:45.820,0.37453000000000003,0.35,5.950066585742402,Other,IA,Postal Service,Part-time,True,0.46,3583.333333,22.271949286846276,0,1500,67.85,569.5
AA,36,Completed,2007-09-19 16:23:59.467,0.08482999999999999,0.078,5.950066585742402,Not Available,CA,Professional,Full-time,False,0.06,16666.666666999998,22.271949286846276,0,5000,156.22,769.5
B,36,Chargedoff,2007-06-09 11:11:59.547,0.1499,0.1428,5.950066585742402,Not Available,NY,Car Dealer,Full-time,True,0.19,7919.833333,22.271949286846276,0,10000,343.14,709.5
B,36,Defaulted,2008-02-12 17:58:04.303,0.15428,0.14,5.950066585742402,Debt Consolidation,CA,Medical Technician,Full-time,True,0.52,4416.666667,22.271949286846276,0,15000,512.66,689.5
A,36,Completed,2008-05-19 09:48:35.567,0.18454,0.17,5.950066585742402,Personal Loan,MD,Civil Service,Full-time,True,0.31,6258.333333,6.0,0,19000,677.4,729.5
D,36,Chargedoff,2008-04-13 10:48:48.937,0.27215,0.25,5.950066585742402,Other,CA,Other,Full-time,False,0.54,1803.1666670000002,22.271949286846276,0,2600,103.38,609.5
C,36,Completed,2008-04-19 12:21:35.740,0.18183,0.16,5.950066585742402,Personal Loan,MA,Professional,Full-time,False,0.05,2666.666667,22.271949286846276,0,2000,70.31,669.5
C,36,Completed,2007-04-20 07:10:00.933,0.25903000000000004,0.24,5.950066585742402,Not Available,WA,Accountant/CPA,Full-time,False,0.21,3750.0,22.271949286846276,0,1000,39.23,649.5
HR,36,Completed,2007-07-31 12:05:37.690,0.22479000000000002,0.2099,5.950066585742402,Not Available,WA,Military Enlisted,Full-time,False,0.12,3199.0,22.271949286846276,2,1750,65.92,529.5
A,36,Completed,2006-11-28 03:54:17.977,0.10692,0.1,5.950066585742402,Not Available,CA,Other,Not available,False,0.1,4583.333333,22.271949286846276,0,2550,82.28,729.5
C,36,Completed,2008-03-10 11:03:04.903,0.28481999999999996,0.2616,5.950066585742402,Debt Consolidation,CA,Executive,Full-time,True,0.22,9583.333333,6.0,0,6913,279.12,649.5
B,36,Completed,2008-08-07 19:41:33.577,0.1377,0.12,5.950066585742402,Other,IN,Food Service,Full-time,False,0.27594660400633886,1666.666667,22.271949286846276,0,1000,33.21,709.5
D,36,Defaulted,2007-09-21 19:56:50.727,0.19361,0.1845,5.950066585742402,Not Available,IL,Teacher,Full-time,False,0.22,3666.666667,22.271949286846276,0,2000,72.76,609.5
B,36,Completed,2008-05-02 13:53:02.263,0.16435999999999998,0.15,5.950066585742402,Other,CA,Nurse's Aide,Full-time,False,0.15,6666.666667,22.271949286846276,0,15000,519.98,689.5
B,36,Defaulted,2007-07-18 08:43:51.073,0.12197999999999999,0.115,5.950066585742402,Not Available,OH,Engineer - Electrical,Full-time,False,0.3,4166.666667,22.271949286846276,1,6000,197.86,689.5
C,36,Completed,2008-02-22 04:59:13.980,0.15650999999999998,0.135,5.950066585742402,Other,WA,Clerical,Full-time,True,0.07,3000.0,22.271949286846276,1,1000,33.94,669.5
D,36,Completed,2008-09-21 07:39:32.443,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,FL,Car Dealer,Full-time,True,0.05,1970.8333329999998,22.271949286846276,0,1000,45.24,629.5
AA,36,Completed,2007-09-18 14:34:38.223,0.13705,0.13,5.950066585742402,Not Available,WI,Other,Full-time,False,0.37,2916.666667,22.271949286846276,0,11000,370.63,769.5
C,36,Defaulted,2007-09-25 17:32:31.440,0.24753000000000003,0.24,5.950066585742402,Not Available,AL,Other,Full-time,False,0.3,3115.0,22.271949286846276,0,15000,588.49,649.5
D,36,Completed,2006-09-20 09:23:37.570,0.16698,0.155,5.950066585742402,Not Available,OK,Sales - Commission,Not available,True,0.3,4583.333333,22.271949286846276,0,1500,52.37,629.5
B,36,Completed,2008-03-18 21:43:42.830,0.19593,0.1813,5.950066585742402,Debt Consolidation,GA,Professional,Full-time,True,0.26,8500.0,6.0,0,9924,350.74,689.5
B,36,Completed,2008-08-17 17:59:58.133,0.16789,0.1535,5.950066585742402,Debt Consolidation,OH,Clerical,Full-time,False,0.14,2166.666667,22.271949286846276,0,4000,139.35,709.5
C,36,Completed,2008-02-11 09:29:48.700,0.13625,0.115,5.950066585742402,Debt Consolidation,OH,Other,Full-time,True,0.24,2208.333333,6.0,0,2499,82.41,669.5
D,36,Completed,2007-09-26 12:03:03.240,0.24753000000000003,0.24,5.950066585742402,Not Available,GA,Truck Driver,Self-employed,True,0.29,4125.0,22.271949286846276,0,3001,117.74,629.5
AA,36,Completed,2007-07-02 08:49:57.783,0.08282,0.076,5.950066585742402,Not Available,WA,Engineer - Electrical,Full-time,True,0.07,8000.0,22.271949286846276,0,3500,109.03,809.5
D,36,Completed,2007-07-18 18:45:33.430,0.18725999999999998,0.18,5.950066585742402,Not Available,ID,Skilled Labor,Full-time,False,0.04,2400.0,22.271949286846276,0,2500,90.38,609.5
D,36,Chargedoff,2008-01-31 16:28:57.850,0.37453000000000003,0.35,5.950066585742402,Debt Consolidation,NM,Civil Service,Full-time,True,0.53,3358.583333,8.0,0,3000,135.71,609.5
D,36,Completed,2007-09-04 08:05:52.670,0.25587,0.2483,5.950066585742402,Not Available,IL,Analyst,Full-time,False,0.16,4666.666667,22.271949286846276,0,9500,376.86,629.5
E,36,Defaulted,2008-09-04 19:30:22.970,0.32378,0.3,5.950066585742402,Business,FL,Computer Programmer,Full-time,True,0.19,6250.0,22.271949286846276,0,3000,0.0,589.5
HR,36,Chargedoff,2007-05-07 07:27:46.733,0.30564,0.29,5.950066585742402,Not Available,NC,Sales - Commission,Full-time,False,0.14,8750.0,22.271949286846276,0,3500,146.67,549.5
B,36,Completed,2007-06-29 22:47:30.850,0.13705,0.13,5.950066585742402,Not Available,WI,Other,Full-time,False,0.37,4833.333333,22.271949286846276,0,8000,269.55,689.5
HR,36,Completed,2008-02-16 16:51:18.687,0.36645,0.35,5.950066585742402,Personal Loan,MO,Other,Retired,False,0.17,3625.0,10.0,0,3700,167.37,529.5
C,36,Completed,2008-07-24 20:31:20.783,0.12105999999999999,0.1,5.950066585742402,Debt Consolidation,IL,Administrative Assistant,Full-time,False,0.22,2416.666667,22.271949286846276,0,4000,129.07,649.5
D,36,Chargedoff,2008-02-09 18:55:07.133,0.20995,0.1989,5.950066585742402,Debt Consolidation,CA,Professional,Full-time,False,0.24,5416.666667,13.0,0,5000,185.54,609.5
D,36,Completed,2007-03-08 15:12:24.370,0.2092,0.2,5.950066585742402,Not Available,LA,Sales - Commission,Full-time,True,0.02,16583.333333000002,22.271949286846276,0,2000,74.33,609.5
E,36,Completed,2007-02-08 09:48:47.140,0.2092,0.2,5.950066585742402,Not Available,AL,Skilled Labor,Not available,False,0.11,2500.0,22.271949286846276,0,2000,74.33,569.5
E,36,Completed,2007-12-24 07:29:46.703,0.25517,0.24,5.950066585742402,Personal Loan,MI,Administrative Assistant,Full-time,False,0.18,3474.0,18.0,0,1500,57.45,589.5
HR,36,Defaulted,2007-06-12 22:20:49.247,0.30564,0.29,5.950066585742402,Not Available,IL,Clerical,Full-time,True,0.2,2406.666667,22.271949286846276,0,2500,104.76,529.5
D,36,Defaulted,2007-12-22 13:44:51.340,0.30781,0.3,5.950066585742402,Debt Consolidation,CA,Other,Full-time,False,0.14,4875.0,22.271949286846276,0,2551,0.0,609.5
D,36,Completed,2006-08-28 12:05:07.390,0.15713,0.15,5.950066585742402,Not Available,NY,Other,Not available,True,0.2,7916.666667,22.271949286846276,0,5000,139.31,609.5
E,36,Defaulted,2007-01-05 11:23:12.430,0.27224,0.2646,5.950066585742402,Not Available,MO,Professional,Not available,False,0.21,2750.0,22.271949286846276,0,3500,141.88,549.5
D,36,Chargedoff,2007-06-07 10:34:16.373,0.22744,0.22,5.950066585742402,Not Available,AZ,Accountant/CPA,Full-time,False,0.1,5454.5,22.271949286846276,0,7000,267.33,629.5
A,36,Completed,2007-11-01 22:41:57.230,0.10692,0.1,5.950066585742402,Not Available,NY,Computer Programmer,Full-time,False,0.15,4779.166667,22.271949286846276,0,5000,161.34,729.5
A,36,Completed,2008-10-09 09:38:44.027,0.10819000000000001,0.082,5.950066585742402,Debt Consolidation,NY,Analyst,Full-time,False,0.21,5166.666667,22.271949286846276,0,2000,62.86,749.5
B,36,Completed,2008-04-04 19:38:22.053,0.13814,0.124,5.950066585742402,Business,CA,Other,Full-time,True,0.24,7500.0,22.271949286846276,0,11000,367.46,709.5
AA,36,Completed,2008-08-02 12:31:54.037,0.15211,0.145,5.950066585742402,Home Improvement,CA,Executive,Full-time,True,0.19,13750.0,22.271949286846276,0,25000,858.23,769.5
D,36,Completed,2008-01-10 20:53:18.723,0.22034,0.198,5.950066585742402,Debt Consolidation,IL,Clerical,Full-time,False,0.25,1500.0,1.0,0,5000,185.31,609.5
HR,36,Chargedoff,2008-03-19 08:28:00.457,0.32378,0.3,5.950066585742402,Other,IL,Executive,Full-time,False,0.15,7083.333333,10.0,0,2000,84.9,529.5
D,36,Completed,2008-04-20 05:13:33.270,0.36204000000000003,0.3377,5.950066585742402,Debt Consolidation,KS,Sales - Commission,Full-time,False,0.33,3500.0,22.271949286846276,0,1000,0.0,609.5
C,36,Completed,2008-04-22 11:32:03.370,0.1718,0.1501,5.950066585742402,Home Improvement,AR,Clergy,Full-time,True,0.11,3770.0,22.271949286846276,0,2000,69.34,649.5
HR,36,Defaulted,2007-06-03 19:09:43.550,0.21846999999999997,0.1999,5.950066585742402,Not Available,WA,Other,Full-time,False,0.16,2166.666667,22.271949286846276,1,1000,37.16,529.5
